Gene	GSM104075	GSM470856	GSM470861	GSM470869	GSM470870	GSM470871	GSM470872	GSM470873	GSM470874	GSM470875	GSM470876	GSM470879	GSM470886	GSM470887	GSM470889	GSM470891	GSM470893	GSM470894	GSM470896
RPL38	9.683233648501522	10.689634563338943	9.408150245535577	9.311623901571622	10.147519110692224	9.42181037195977	9.827921173618329	9.702152623846631	9.98378451887732	9.63354875342702	10.0415963227266	9.607268736511925	9.705092991564207	9.54054263200472	9.861156681645816	9.663930638848951	10.550912421158392	10.356027933043846	10.25767562946043
BCKDK	6.348610018918516	6.825197195805498	6.4210771204608035	6.86520372753625	6.740962190376433	6.410532128509175	6.796104934998252	6.488086092953867	6.774597315415139	6.321228211307058	6.472148978562641	6.6485430448161935	7.102085455141007	6.923469695732856	6.893755472981314	6.6429296516763205	7.323732552294991	6.836556500682036	6.498836761912147
RB1CC1	7.340298433345864	5.6610445955654125	7.097419091995555	5.6899895850877416	6.396447878153628	6.35923149375016	6.553498307054407	6.559684636431468	5.349345490844703	6.91332168086559	5.563995520965095	7.260739259359045	5.553302709299536	5.937116519847381	6.197117378859349	6.2125550081796295	5.158873607207914	5.669926102734765	5.942891317823392
UBE4A	8.795698801142125	8.385074882119607	8.576545329981723	8.231354629530202	8.24177294900056	7.967535814097716	8.462534508437972	8.556770562691037	7.430068131411455	8.560633463702786	8.198552408159214	8.973249876489044	7.595213763749511	8.442860785836492	8.356977867497356	8.60712433990151	8.380088269954642	8.374453305102639	8.497007333363067
MYO18A	7.859901136826195	8.294937219173873	7.553586243111898	7.849486074461267	7.456326706122354	7.276329510579917	7.737365550962317	7.754798508651893	7.54129201022967	7.852760220433282	8.037709475689397	7.691501435790996	8.415875309892229	8.185289434451322	8.17864303939351	8.178025827701463	8.326100632795544	8.054335198426575	8.118125004558859
KDM5A	6.516093221335731	5.892993080777094	6.24083647458842	5.946962336458909	5.994548607412986	5.800566607148175	5.996605925867366	6.2009793615266755	5.866632412614981	6.059148930413217	6.037684342958316	6.121119832137508	5.528368161133006	5.955791284534001	6.055817637097215	6.130331328677172	6.201031868058528	6.16369526635293	6.061385589771644
FIBP	8.996174000602304	8.896693248958115	8.710203586229424	8.96967468644887	9.072152335288711	8.80999153388914	9.00834591229509	8.923106954214349	8.73820293718799	9.06875017865096	8.898359286893067	8.879261264489466	9.341403080374832	9.127185893883702	8.860536562285276	8.944992466756213	9.176397581617843	8.955997666830815	9.11055816784169
HARS1	8.622106130837455	8.41906407100128	8.424881461330244	8.519029353307216	8.49546264456798	7.930875890731924	8.66445933714892	8.562341101610038	7.94034083733915	8.509641535949068	8.291877413451497	8.668566424484977	9.037026385917557	8.762426001243487	8.757547841125042	8.784536546062242	8.78930018362819	8.552903585286556	8.638807067721531
SMS	7.913912386777293	6.8750192397828265	7.136075141224788	6.4517209302794996	6.359180801472262	6.88569919775812	6.7942768561528775	7.277201149541375	5.882313335139752	7.047566468119295	6.179160444887625	7.52027236280303	6.45779480522245	6.882058112470835	7.133140691669208	6.818524509487045	5.931226154304035	6.860693530581541	6.6060307180863935
ARHGAP35	5.971196804872869	5.694322701995638	5.793749463075674	5.8385871720323905	5.859495764892564	6.075871770457502	5.920408499710197	5.797257586182602	5.959461510996022	5.861042653000329	6.027993808336733	5.711554972774348	5.99234757962998	5.892660882255772	6.163760446289126	5.867721294896069	6.034843175684971	5.662569425619799	5.830204209638578
CBX6	8.315786701992403	8.488807375041807	8.224542629844187	8.403154150870161	8.246147379764988	7.965713350278353	8.427797445015312	8.266712199108124	7.757579881619045	8.447348459930733	8.012647975247711	8.555366105307987	8.606447561161273	8.661538757923836	8.272324088368448	9.115094567260128	8.833103631414577	8.430356003822872	8.53957350633466
ZMYM4	7.528153635314474	6.874965283758887	7.30858847994845	7.125611908966029	7.230212614601412	7.280828557844973	7.189459608925257	7.344340792557219	7.059376486722157	7.34372922592858	7.0002379947793605	7.592259307313938	6.83441320332287	7.044832203988929	6.9712036121380585	7.231344082525003	6.931768015768543	6.929090086552956	7.185151842364337
RAI14	8.696635816228213	7.876901744398072	8.34122517121348	7.977204586803634	7.386484373947694	7.72814524664785	7.630695185891403	8.109550623428845	7.95193897014979	7.879207475834125	7.879207475834125	7.799837209240193	7.5831919174764675	7.637988898123642	8.08570015449798	8.36905271590864	7.852901171754141	7.606160511008762	8.206584648111216
ALDH3A2	8.903757966895334	8.433688697074873	9.412837626912593	8.58361541865827	8.80620671349123	8.820936313438395	8.866078512152304	8.639368179443496	8.296844610585469	9.064946246155664	8.187073082583263	8.988125896455399	8.910191550798677	8.445544778525457	8.636459347146905	8.793834913835537	8.473395589009135	8.43405382946794	8.781026808079055
KPNA1	6.960627075278283	6.451080966131708	6.982175439423407	6.850149158257217	6.734140653256444	6.996979976922104	6.987611678925189	7.161561309082813	6.774250223820346	7.006846944922802	6.699206677076282	7.021157860168673	6.419252130125374	6.746650498031759	6.851649852234379	6.867042033548586	6.618199914371855	6.7501192414862325	6.665233392261827
CTR9	8.040323898338368	7.508719103439418	8.16177104992505	7.152080456262103	7.080497936027328	7.439040334206515	7.454045813357459	7.731967323447952	6.736759696203739	7.9679593288216495	6.665700357837439	7.87196011155558	7.249346591801362	7.168408607710122	7.351452168221444	7.632576744615939	6.855389125599429	6.925159637133141	7.254067948605204
SEL1L	7.911609193790269	7.3596191449283825	8.113553063541175	7.264972502333686	7.566629610384506	7.722460657032732	7.993568517024483	7.786265513043565	7.2443260141229855	7.851259173544806	7.2625632184028275	8.090780821510645	7.025132139258448	7.269124901173591	7.676237458593427	7.72732368075504	7.171251401311128	7.368914495267144	7.350697922781112
PPFIA1	6.692533379862889	6.583824819561851	6.591747367252326	6.268340183061682	6.167863411025753	6.498307339367511	6.495867852825956	6.629836442605404	6.425905626214611	6.582122921275319	6.367110694864667	6.681019121724953	6.499363718660305	6.4601223906948615	6.575597682608395	6.326593301209798	6.322220006753759	6.430324714967474	6.501268357861408
LDLR	9.429786460353752	9.01439376194264	8.455282868130642	9.059140593305695	8.827301794530584	8.88847271593974	8.571132145999098	9.272300445510446	9.049629567996863	8.60513244725466	10.20714448710994	8.536021434180707	8.66209829646196	8.931872976080431	8.774290255790891	8.944164941296817	8.592474766235982	8.91134004030878	8.771822156398967
IDH3A	7.1537794503199645	6.189418839889388	6.917443500199985	6.569369099646108	6.657626466817696	6.725250421794788	6.622569680368871	6.709150943780605	6.344060807336977	6.652601975326837	6.2527942580928535	7.378566321087051	6.724611221569818	6.6420044466897945	6.7126495132435595	6.669677851302261	6.164333321830828	6.525509487570678	6.296368786142473
SDC4	10.637680595309408	10.609292528592432	10.319997449106868	10.808883411965104	10.939789660458665	10.234427122586483	10.751951174551849	10.448009747034446	10.535162751508318	10.535702790546706	10.644222813666412	10.73369513281998	10.894844216094562	10.91998223543042	10.786638598343808	10.698691569126913	11.178046158650783	10.803136100873346	11.003395784379885
HNRNPL	8.91495225778223	9.095227801313376	8.871927068614449	8.85012952845142	8.762625679658985	8.566881862987888	8.89567873265012	8.913411747898058	9.379339788127854	8.60561804515092	8.88405743475404	9.254944007775553	9.214415493506856	9.1530753796902	8.98598566868795	8.906479465057775	9.195087073035094	8.90043690305061	8.919958233736324
OPTN	8.150847510007514	8.008497353234059	7.908087730670674	7.448478563144034	7.622445039659039	7.380897626958175	7.627053809108581	7.921498132991678	7.560108931239475	7.716553367567208	8.571003646901119	8.076365970852795	7.558043446197665	7.871007495456395	7.676744932100055	7.219468865824524	7.437808707601947	7.763318555117252	7.731985358042154
PLTP	8.1230926552665	7.363953774632219	7.9499374120611455	7.959606647111736	7.994269911143483	8.787552744267758	8.302011387126043	7.959606647111736	5.852777080607142	7.993465249448405	7.2625632184028275	7.400736696468501	9.133255659031043	8.5174188058677	8.398379886159764	8.146580695176382	7.080670538039524	7.753580010842497	7.876807444281422
BIRC2	9.194494787656575	8.762606401045707	9.150847908569691	8.653285719483733	8.798498992636343	8.423596208545376	9.058708209757803	8.862371895027128	8.789183469305856	8.926823956973008	8.58889480215792	9.213772802184698	8.380217053501747	8.646142000317496	8.512117991952456	8.801963475872734	8.570383193242462	8.92157188543018	8.929123062621144
NDUFAB1	10.570774035569237	10.031773287794902	10.18321862078161	10.12375890430734	10.434778499505695	10.058385754500478	10.510013883353334	10.54368931253515	9.111180296993416	10.27913236011802	9.88842428760137	10.459743813613128	10.542748865167884	9.964271334862415	10.02906756189029	10.082748842656825	9.79032402916867	9.951175570514865	9.864303758845928
COPS3	7.803047178055149	7.637253800155016	7.624187702348875	7.576281022179984	7.7224050021407615	7.41920354943823	7.894594731938678	7.797046451715347	7.218366214553819	8.002910506088195	7.453247523378664	7.787743161819364	7.148914293135883	7.374257379042707	7.395339480721543	7.603618160953239	7.599989078991024	7.596741772638552	7.546379811705989
IER2	11.307079725036989	10.667244010017066	10.702776838994367	11.453360925207049	10.710094347725216	11.360406696492088	10.72197769864727	10.577313668233606	10.10041921022625	10.68420482961001	11.32265692659502	10.059781361868334	10.599358338386253	11.685132564521403	10.711070994322958	10.220870612828811	11.438508499527638	11.3151957719442	11.085703454420235
SEC14L1	7.841229313959946	6.906288823971963	7.147551018400466	7.457335794584324	6.99359251832695	7.499850432201271	6.95257440591196	7.320591147124905	6.7974395101156615	6.852396224734391	7.081633109542044	7.513505531410941	7.1509578406878305	7.098785921836399	7.058901861739915	6.8469021924709	6.72565564710375	7.092756877466411	6.8389057748718045
TJP2	9.01354215295635	8.819540832411867	9.177967669016589	8.442632693749408	8.106291919248324	8.568808065856846	8.812090473528343	8.583174035535231	7.704771056622611	9.040598717971733	8.260129251024495	9.461377610795497	8.97852209564909	8.442256520330305	8.773863387536847	8.816088649601726	7.923163793301928	8.073154928731274	8.418542433387397
MX1	9.331345664860477	10.737852885856505	8.737213988091753	8.640159293255387	8.73731399262535	8.576470118336259	8.789884637513204	9.071946145327193	8.133082371217668	9.406160073429454	12.441003388618796	9.002873569473937	9.881313824485158	10.213292989838331	9.23442465056416	8.80550429370396	9.874739130952332	10.020239480312204	9.145488001337768
CTSL	8.17287195543006	8.836853496725817	8.31747491751664	8.498433965255176	8.233250230003335	9.052095706292649	9.05847449744762	8.389517738701638	8.641208901228055	8.174233018308591	8.372600603140306	8.195040490104729	8.951082278346519	7.9833350478996286	8.172391801015273	8.63102397098095	7.926164540379929	8.68640626951926	7.992098315566245
UQCR11	10.143411536599482	10.34558903460226	10.194372649043927	9.957063119864529	10.477992440318973	9.8772985266015	10.456879320386385	10.311835756043088	9.739446984248218	10.288802466391353	10.124334045806355	10.252066479832282	10.447690370867337	10.350689276632249	9.878355427416848	10.04763613506784	10.579870964778287	10.365731000818505	10.19555435412042
PAF1	7.791271711755797	7.951195538956263	7.451280650010352	8.269731422282874	7.614012200903264	7.356256519099762	7.868535415385176	7.829448570285868	7.40482661955085	7.546276208404349	7.573648831623709	7.584796725966251	8.129327592309469	8.058681615313764	7.768432881759065	7.654421176382728	8.757609430506493	8.32921293652626	8.030139452875666
TSPO	9.86073633796417	10.070580071433548	9.751554776990098	9.749217183024788	9.83722959557149	9.841016310465657	10.135216695447523	10.249402463041028	9.947605416554325	9.894149658599328	10.1576253145719	9.337335813021411	10.107538514887043	10.203387365328355	9.758581850088408	9.776894163657156	10.695864569705387	9.84066793184792	9.793706819248657
NUP153	7.840862261989816	6.67007687276501	7.796005410440581	6.685526955276449	6.898183396227649	7.444518817908823	7.356556711831637	7.364492047905283	6.590179648797396	7.605328551295321	6.38482812390215	8.104340500004877	6.662163663172447	6.7838145853156195	7.100685619877597	7.38315988836532	5.870248238257687	6.490680926924878	6.786139128581262
PRMT2	7.667059671718194	7.387143032781584	7.670021157327239	7.541361790394598	7.719988402502726	7.650365785025292	7.731507856027336	7.765277986721808	7.30506858077136	7.761002728525019	7.299696704777558	7.811687174750276	8.170308806586963	7.637892972238179	7.708488917491942	7.611174552528039	7.582782477289184	7.559523325810204	7.70387668831152
RALB	7.838546102124327	7.100309649158131	7.502732638309005	7.408330098253677	7.475231372190492	7.66073277265082	7.557399153110246	7.656059768866097	7.444679377069249	7.460968437995691	7.443518340267164	7.405141994595459	7.260295023277302	7.339704703218472	7.386123798129235	7.29415512913968	7.070616937826582	7.517508982814183	7.347185352834853
BRD4	7.16290938860217	7.526180045280345	7.174031848658488	7.251339141977248	7.169148893502905	7.143313077277293	7.349636420748693	7.393231121252016	7.358110600488015	7.286588115642367	7.2287662848331635	7.026045428740739	7.572241128174708	7.560891920347864	7.428941995298755	7.321579717907128	7.653179285875218	7.432413014748152	7.358723977730712
SPG7	8.308094799675379	8.313942050174921	8.272313749583457	8.330295087097419	8.307834887287603	8.31162308942781	8.431637072263706	8.508410028532477	8.32010653962367	8.332961487180697	8.135933401639045	8.587288653522405	8.84019994906659	8.546221427033645	8.85590116294722	8.839593034528189	8.371625985666835	8.189781267221699	8.649326855253001
IGBP1	8.284588506561724	7.906025844696842	8.118983957947403	7.831387642868423	8.393979983523504	8.000590612937048	8.259559848959409	7.962144790081201	7.734602499306457	8.121109452328458	7.581103342531387	8.000590612937048	7.8543010202263	8.003981751568215	7.999654944496813	8.150381646179335	7.76783936482825	8.181617354483713	8.43818773269913
MCM2	7.977603105683535	7.744872074836992	7.652650545149585	8.114560931070837	7.805819114724016	7.8707443947254925	8.05424789767398	7.7775678248079325	7.737774168662712	7.805819114724016	8.049430322662595	8.248692307737096	8.204321273267567	7.805819114724016	7.655050967527139	7.805819114724016	7.653092297782638	7.805819114724016	7.89735833688461
ARFIP2	10.010354175166263	9.31510617458076	9.910403794339407	10.041288675916428	10.70215811465715	9.899884464781806	10.345118490270314	10.351103974499544	10.048816028598129	10.072037105162993	9.937197983399722	10.148505482353414	10.213835557751151	10.296759740626769	10.192710891955633	10.210414643468376	10.107126926392382	10.196140444094636	9.976565457570384
COX7B	10.601144532150249	9.993491096357824	10.403734922186526	9.953414967989945	10.0236193962018	10.351616373778292	10.286169750871778	10.147409759030838	9.619729734903697	10.572061828442289	9.784942168217627	10.406160698733268	9.267752732960096	10.040387736403662	9.854383620763446	9.892444704159324	9.41603893139499	10.0236193962018	9.81860401046329
SNX2	8.162194752580337	6.864424785269637	7.871489423341812	7.348911295964818	7.262746925665033	7.848967761558253	7.687418281491398	7.923001561988976	6.61066142869813	7.739296780672105	7.074181062592649	8.11128388231814	6.995867301896293	7.194425666694495	7.317016204800716	7.218648977655519	6.3597963998716764	6.934465754871297	6.965012636681031
DPF2	7.852355092379368	7.507630772675109	7.756816940551929	7.540209126196442	7.536338545260616	7.318731302884329	7.394448440834947	7.606725512639156	6.858630641946239	7.443790832772364	7.349147468619773	8.174064738040359	7.659196226372532	7.702714398596924	7.613419536093409	7.574592814586845	7.357518530931336	7.664045366598293	7.731675975080775
ARHGAP1	9.552597467643146	10.05589697541843	9.813308924917337	9.703210271251647	9.364149326619769	9.399414150710813	9.38803128798283	9.54206103461976	9.403386701429037	9.598821146516418	9.728630603144312	9.861439134998394	9.784534006974877	9.752695972203917	9.698510407510986	9.72000424934899	9.944354574229797	9.693922712494397	9.717868532168524
CPNE3	8.854414782800784	6.852644849934034	8.333556790913558	7.477739967606374	7.788873330685086	8.456864710836946	7.607046102995534	8.48002603980789	6.81353097527811	8.456007912047546	6.878658597669269	8.405411073537474	7.334974344880509	7.662493848387062	7.477958728380909	7.737508665000101	6.3782611501042235	6.68549794447757	7.133415505453849
AP2S1	8.938743189794797	8.96603584165136	8.735048331037868	8.912449600397403	8.73614549657904	8.6878055747855	8.992983270877163	8.835042110541982	8.431882318484481	8.800905009854235	8.78225992955503	8.624559227604605	9.434085480927246	9.000987258620432	8.83885784694787	8.888575038157988	9.713284055702418	9.140494805428805	8.993174125376072
CHMP2A	9.43191218469195	9.301924196483029	9.542004637768878	9.536301795090692	9.45973924226764	9.5717302836976	9.86607849137338	9.549894100059625	9.188427635838488	9.642909289848175	9.34731569607909	9.669572311171024	10.150611161554393	9.444750943629137	9.41580342005446	9.76740616626468	9.731164583713287	9.825863881238142	9.536301795090692
PLIN3	8.912540469965824	8.811137747441492	8.589672089573952	8.963121702676492	8.668077096084316	8.57855454188712	8.86303711863581	8.940392387532839	8.522712892968457	8.664708405918187	8.779985209557022	8.548504884890994	9.25038731695405	9.267891250060591	8.632040495879322	8.72541282387278	9.294619497882728	9.029155746059851	8.765881853464363
ABL1	8.425374573127087	7.304154876934133	8.458654269489987	8.077341112541049	8.1592030128235	8.006809023933911	7.837764792965315	8.324275416385316	7.735649024951059	7.951260140213092	7.8179588506628654	8.211856200475223	8.537261966786234	8.121687336620148	8.318061891694077	7.976213687193056	7.802424083738398	7.646959944156374	8.03661213493618
TRAK2	7.041291162191051	6.171206208545897	6.977371628729475	6.508848524469603	6.818129347633669	6.8020674460181185	6.998896066082137	6.7322805261536	6.0234563139293416	7.009479171608924	6.235770495199793	7.13556455033296	6.268233850957779	6.64276552068038	6.5919046737172895	6.837409434791187	6.39595252129611	6.288702970981884	6.585677768090065
PRP4K	7.496310477207505	7.313981710609854	7.707980471773629	7.291875148416578	7.490005206096709	6.982791841339459	7.515149268978414	7.585282448497582	7.339856042619463	7.618590926890255	6.991962144260542	8.09199572235081	6.967201454392001	7.482308730894617	7.269672240186594	7.55188234306285	7.01895522624926	7.1665235620858745	7.670604025405325
AREL1	7.729688977019374	7.342478374836531	8.061773408739203	7.622217547744204	7.549010721100258	7.4586981604263025	7.549010721100258	7.634674882466633	7.386424974980078	7.789512706056517	7.713632079820316	7.97847677483508	7.342007152624281	7.561006682100822	7.74583432885775	7.82721114789002	7.034975276383538	7.1939394725472985	7.460210996477716
RIOK3	7.876672827244392	7.810972286432521	8.191745942446063	7.552236983103097	7.42473730387588	7.478387496982961	7.774121789095539	7.957523776000824	7.517825235655409	7.993415984303417	7.526181331356447	7.821777062215053	7.21882264687051	7.642923748194519	7.545229405689374	7.677393065819355	7.618304040887291	7.726307636919657	7.73311954270375
WWTR1	6.758501476301969	5.852595786162023	6.726323202352795	5.7885107525749495	6.096621644225001	5.958567267498214	6.111673354367622	6.397315076562796	5.1736433650468125	6.089947910113243	5.216693353170521	7.184498641867767	5.8575856779874265	6.089947910113243	6.15918329747047	6.528580862763823	5.618883922797919	5.921730708893419	6.104381905369525
ACTR1B	8.996157814219503	8.608477470961969	8.704906133705567	8.614650328728528	9.09333829164212	9.048552377944942	8.914307589069832	8.829935510023212	8.086720164298933	8.792081836572136	8.604121034229506	8.819868189633928	9.112199569985725	8.957161796581895	9.041013382429362	8.832973097708976	8.699873574106572	8.869155431468172	8.792613940936349
ZMYND11	9.508589567297395	8.083831534358472	9.449503327184065	8.56060854449346	8.785353408196013	8.792801739348688	8.785353408196013	9.027317684374877	7.709963759774435	9.04354045092779	8.448293561919431	9.249928481106211	8.234878240435402	8.485478425707498	8.83059994006716	8.982950452187014	8.316901607702563	8.318812443615691	8.586345506757569
AIMP2	7.618601953039285	7.920424958878648	7.516022111602227	7.818087977291821	7.621235619968945	7.492985759654	7.850435805977959	7.743913882350555	7.840209182905454	7.722019779320143	7.825365148606893	7.5235699134869165	8.10530459596576	7.867279795101072	7.796955490388517	7.761316070164228	8.05054529902605	7.897169235185228	7.779800880051085
AKR7A2	9.139289574349306	8.720363084823678	8.401254676648506	8.483608970442067	9.099046871122532	8.161016716650218	8.90232222431763	8.572520314835819	7.6217595404980525	8.700220383301431	8.714549918612754	8.768731072155695	8.937599252354497	9.013717211378658	8.75400718691886	8.609071560329975	8.905275864556433	9.070668896497804	8.724026533292864
CLK3	7.767184768680328	7.734892358768877	7.620824356011084	7.594765040330478	7.669167227867363	7.844120223438069	7.748862837974115	7.623782031866713	7.592324486332216	7.732530790184673	7.957693778823364	7.305823679499016	8.059736402185504	7.765679623588775	7.723013744315705	7.843918500038005	7.937036622147139	7.637289039188205	7.645270421456286
COPS8	8.111100081187047	7.4685056353903505	8.348676139302881	7.875207350228301	8.101202777207877	8.263948784244393	8.06712654928151	8.15843046106022	7.694282782471402	8.024342574010788	7.623133221576293	8.39950517728224	7.705402814668838	7.794343180516594	7.849029643438301	7.883979319359842	7.43999667693534	7.507989657259216	7.741613938907683
ADSL	8.280698698883349	8.259319073153375	8.17178995708121	8.404146037873257	8.627649215597716	8.296277820258041	8.64256880799543	8.408183291049172	8.180849592976967	8.40297192435627	8.522871923766406	8.387878656311592	8.191202374927446	8.316015927832181	8.043019411129597	8.495327937779674	8.323184016644321	8.407274412378172	8.393652958818567
LY6E	9.801837139849525	10.608075520806642	9.12674068466529	9.373594038196858	9.659317639936084	9.29810133240834	9.251106881240146	9.542926961928869	8.733021362569497	9.573383807911338	10.870339921053016	8.751844667273694	10.210190559993272	10.42111633515509	9.8291219381624515	9.116937520611256	10.899999142230117	10.19163168231738	9.82737255034045
IFRD1	5.769685617489533	5.746263321288148	5.762992555285455	5.0305307645428154	4.958676442660027	5.433268173772364	5.301737069577629	5.4216663649007515	5.210250500562503	5.593977978245458	4.965203498691934	6.084729127272058	4.917407999202585	5.332252808020203	5.4216663649007515	5.554788060394027	5.708157687733755	6.0707054269637295	5.4216663649007515
UBAC1	9.485596650542274	8.590622274258717	8.471842310368054	9.12506319807823	8.839753807927188	9.038919717896915	9.248927751645953	8.88760296347957	7.832001405113955	9.084122600315172	8.741563421569175	9.219284672526406	9.040885798362634	9.229947624143964	9.254065947480354	8.898768561665047	8.95564949801161	9.038766393613574	9.007862512292927
USF2	8.545140874795313	8.64849901754232	8.168901326129696	8.905356781761519	8.590596419661269	8.707115676537086	8.700781647034793	8.610436512195827	8.690038980241926	8.355122459865465	8.532538219479335	8.14589380109457	8.88999042040539	8.734801426852435	8.525961638626203	8.564353131791432	8.827598617539076	8.623253497328562	8.562493897576584
TUBB3	11.35079940590106	10.962896307004725	11.03278565912506	11.38477453232012	11.558915524521383	11.212755882127237	11.441932878493208	11.54563900704044	10.709115457326888	11.161608121908449	11.244173597450128	11.419034810788784	11.357707111910903	11.542821507165623	11.371224772800932	10.964731528884531	10.991840118405634	11.29664112325873	11.005226333389214
NUP214	7.27209916829043	7.540445867087877	7.465896259152823	7.717302353498485	7.736324215588391	7.508699866638113	7.793749561073681	7.542096239129212	7.472558574666354	7.369388189106027	7.312130582421049	7.65210967326169	8.156059261937243	7.813374652772381	7.630938639552234	7.70866766520384	7.888140014804708	7.725020613140368	7.783969979171286
FARSA	7.186896373521384	7.455803227606511	7.3506278565637295	7.487416203867832	7.108636250791652	6.9818129869860375	7.432621675391667	7.4369232805193874	7.214573367743628	7.45310846020398	7.496303561846631	7.265502220729029	7.763354647337687	7.641309892444113	7.329289093075091	7.364752289237733	8.041859857354067	7.635809863335922	7.422935008572933
CREBBP	6.7163136757833835	6.784059556836827	7.411421245678959	6.4982916212930215	6.471689348592083	6.491738023317498	6.575783084797515	6.357565175405838	6.330611304778082	6.9278369707514615	6.637993571891252	7.567015415065315	6.152160263403	6.796275089283795	6.809555999302263	6.807155693101571	6.524632300716011	6.662089680235774	7.073690318624504
CNOT8	6.915282813966146	6.431256300976841	6.8546941272649065	6.2953217484911494	6.4278591487604695	6.758999770474978	6.3714429020062315	6.714598478105673	6.255244993547405	6.92594150559774	6.187005175547491	6.974670810406315	6.521839985151955	6.288723231660939	6.7505679490226695	6.466613358383854	5.723589266295612	6.133738547235308	6.589496465794159
PPP1R2	7.8061372316610145	7.012149079264225	7.208611060689353	6.490945614024932	6.79026427046823	7.03039362257997	6.929000874775478	6.940874689761872	6.111177713079107	7.366508244591527	6.407978822575219	7.429203725473581	6.714324575281892	6.483411952137706	6.742803024281214	6.504458743694734	6.1309657420081685	6.32196707686589	6.340659294273357
MMS19	7.588388435153376	7.353627959207905	7.363342103962606	7.317888895679354	7.375077321133098	7.3454713724384195	7.466468652111822	7.481676851468442	6.88240528887762	7.37115171547438	7.261129089962672	7.652599677107045	7.590296707989206	7.500028226033583	7.422139917421143	7.516396653451046	7.575552401139022	7.496271163018335	7.73627689973005
TAF9	9.104346212718715	8.459096942319306	8.633495738276206	7.839613838696813	8.408339196512362	8.478298314382908	8.63065612279301	8.536370547238791	7.788372574766281	8.744660586610228	8.405699832127954	8.575307230514817	8.192994363047928	8.307251703771172	8.430466345853295	8.582577800442468	8.007523842871839	8.147708562282045	8.30100504619286
AASDHPPT	7.4398335945771485	6.226003640668216	7.041748613074216	6.689686838118866	6.577873652936862	6.731388830346017	6.809444372518248	6.957193428629131	6.292402050123777	6.929885360330835	6.320609684513332	7.18942653256885	6.442044655522766	6.484923688581107	6.646529130655379	6.6586583259400864	6.242005722908191	6.211327904162297	6.297080548489268
VEZF1	7.696920511128778	6.684764125737035	7.768077871268027	6.789956934663209	7.268335477096419	7.124139482386421	7.306134553784932	7.354837328126405	6.298148985258027	7.391852639376609	6.491792019171147	7.913480516108026	6.429977210948884	7.047219489487468	7.074281799774941	7.310291695988577	6.555478470205998	6.896477399442034	7.189062159987408
PCM1	8.826277319048465	8.176678446442294	8.366198415746794	8.319215202133316	8.522557455261733	8.35303299963169	8.345771539322328	8.346917764170184	7.774748761872601	8.5078185377551	8.143915431108066	8.880640977491336	7.82619391266733	8.356090385802961	8.388985481254894	8.247679207452228	7.668537253414589	8.423384463169839	8.450906623231038
ERCC3	8.002166690273423	6.8916974034439695	7.082725703820485	7.716661289609054	7.731682689583182	8.605766049647443	8.236895584510043	8.166231208927003	7.621525124670369	7.984827982104179	7.505268325124775	7.853646472319325	8.549284607455078	7.717840374551062	7.765086021345026	7.653213351148725	7.035467640825635	7.804145623793501	7.579601365750295
MVP	9.680265937050072	10.149529786200278	9.460574372170695	9.68433340863839	9.395181726897672	9.119032380005487	9.6967757919761	9.524487590056763	9.342949371972328	9.46972350424131	9.799036731519315	9.32267252109829	9.981760396685331	10.21008543787207	9.920384760594626	9.772383594938267	10.351051327556048	10.02412689406732	9.781692872340107
SUSD6	8.649390915124213	8.242693530941313	8.595120728229181	8.128928137756656	8.371072863954337	8.555993347303403	8.372220295255175	8.70802271343203	8.206235482719594	8.53884802695947	8.290669814215583	8.673894143478531	8.216240400016815	8.204720565250119	8.523783317594296	8.064939443501038	7.379684430815983	8.150278780381221	8.273256277109171
KAT2A	7.831088502439167	7.984234848995096	7.927192997507306	8.317680107412443	8.274129604027262	8.379594110094128	8.097913139007758	8.070963911969518	8.526466937250051	8.012523608084175	8.221551314190526	7.81514887773528	8.516215763217705	8.307412602305789	8.209374799139743	8.419019034061574	8.393656048767504	8.295904678864678	8.137721906491615
KIF22	5.664621922156133	6.126855553594924	5.545733036532465	5.6206225555098595	5.757456749823717	5.446062296904856	5.6807941808854805	5.580403993056279	5.0135310591226325	5.4751707849378395	5.657153356126449	5.739187043684487	6.238756034506771	5.739187043684487	5.8809112116206075	5.592818688795701	6.11275204870987	5.8391511079424605	5.5119712591829035
NUP133	8.116498548209641	8.162205920795325	8.433728350472146	8.30380655869332	8.354285506952014	7.799952937818554	8.346072986515049	7.904043446749355	7.577401874952882	8.326864287011857	7.749207216876259	8.77039146250121	7.729985147329804	8.046475571839805	8.222175850550336	8.253137233431545	8.073667150212598	8.184765544196205	8.72818489563512
PLOD3	7.625790169454613	7.83845835524907	7.996657617912086	8.36335728428387	8.107460643296506	8.475103402907848	8.303068797532013	7.917514078174103	8.263124253405751	7.72258846657219	7.972187269556793	8.182639341184046	8.197243871491205	8.115022998241848	8.081855436608883	8.057374520185341	8.026011570089779	8.182354093114313	8.068374038224997
PPP2R5A	8.807634665882583	8.501043660313206	8.51287841129097	8.619774414686749	8.344663800690919	8.162069513663758	8.50316208967183	8.223226405819199	8.486170647868484	8.501043660313206	8.405395499648803	8.541938278301695	8.15458782063597	8.656091619395733	8.690769259649185	8.68023779855655	8.489209769815352	8.590563876900484	8.545773716078957
