Gene	Hyb15	Hyb16	Hyb17	Hyb18	Hyb19	Hyb20	Hyb21	Hyb23	Hyb26	Hyb27	Hyb28	Hyb30	Hyb31	Hyb38	Hyb39	Hyb40	Hyb45	Hyb46	Hyb49	Hyb57	Hyb59	Hyb68	Hyb69	Hyb78	Hyb79	Hyb80	Hyb81	Hyb82
RPL35	12.33945254557185	12.23578121680427	12.444721221783098	12.8500914079194	13.21014459784172	13.27933593214993	12.71553144575146	12.4607005993035	12.803525476540072	12.746020328516344	12.744336911956704	12.652876203970024	13.001909876647332	12.46221205426316	12.684398366923876	12.685297402884189	12.706355436870364	12.408113852048778	12.977622834784736	12.589860793063384	12.846439431945846	12.787282991788384	12.938264287450998	12.62517848621675	12.47774689559279	12.678154353645406	12.722128097325191	12.782256592103357
RPL28	10.511560723153645	10.592705503125282	10.669374531321145	10.866776121211316	10.643703490566416	10.869533555892088	10.815153338388615	10.433779979534917	10.609204753455431	10.55158079112336	10.543328219140449	10.480785181993513	10.75221733094426	10.728984152739724	10.650783086564154	10.428529652690852	10.824826517727914	10.712881398158045	10.54615301473501	10.49595580404056	10.436823555593636	10.723887177063247	10.822274415659663	10.799322532497744	10.494440089846966	10.563953869679167	10.388062929541489	10.897348857373766
EIF4G2	12.51030532197099	12.37872873016603	12.569256022176315	12.516671076651892	12.381148931813074	12.43414846150795	12.607662381660994	12.44764602360656	12.527926134869844	12.434181348733937	12.480407470190098	12.359550788823196	12.573093084083377	12.511866935494862	12.495385897727337	12.349868254826609	12.45049647773408	12.616930635638274	12.526382592237546	12.59609696022177	12.385246617936817	12.52706595525461	12.647286131501076	12.659740249135456	12.477772382557085	12.366909685929429	12.43619433462272	12.667535750473077
EIF3D	10.62699357904528	10.491113112451284	10.582048318003062	10.7557533284709	10.491490346851942	10.61320364014236	10.582701749000536	10.37302318297047	10.40518316032768	10.596778064008811	10.376882622440046	10.476003723140428	10.639191052922122	10.647330230672283	10.657582027383269	10.485905375995513	10.612469668177278	10.523979070608402	10.537110468763125	10.52496985347057	10.295299134988154	10.58753459788958	10.693880514418748	10.564149885755766	10.50468082632442	10.482957944110664	10.718779598461955	10.811710754099176
PARK7	11.912156307693822	11.707364131392104	11.6825708616825	11.918976082813204	11.996358199874194	11.918041849255744	11.864496014043182	11.816248752614072	11.892875935351189	11.906423415846664	12.007962135196813	11.697186327898924	11.85999802697292	11.790294304327356	11.87497046223484	11.691522059684976	11.5884629716453	11.90862085366824	12.071646547441802	12.24991830716409	12.158601270763326	12.04959294171415	11.94698427903272	11.93030836147858	11.87283035949731	11.858364405203114	11.89539276914755	12.003201289598072
SRP14	12.263367868074225	12.031848538847722	12.130088275012827	12.325377564147194	12.385561771233045	12.526650791340408	12.304794647159843	12.20042413321854	12.352023717043302	12.22254357605478	12.40832048047026	12.335273045040068	12.485905356374555	12.286310426624118	12.41534855347111	12.287652298958523	11.918259927160976	12.25442803244283	12.536556967611414	12.354480000364632	12.507431629815017	12.44028265209888	12.419860782147698	12.234426666792183	12.192227542076168	12.010839474492771	12.089485443862156	12.311018940397236
GDI2	10.508052499070503	10.371189046130038	10.455734098186198	10.56308490196728	10.326577446757325	10.663635813626971	10.53713647434072	10.231384025000033	10.526519357355657	10.403070670321805	10.413028414468098	10.242369338479987	10.573286541957252	10.288420056579392	10.306302997205073	10.337878905259243	10.189326028838687	10.02291145099174	10.515940195776562	10.492382527498249	10.316391241419822	10.283175386604023	10.589458867775852	10.413585729198047	10.165054748447371	10.364200718040276	10.222477775090823	10.520666058639211
RPL11	13.090782286487087	13.053128374102268	13.18818283822392	13.454875403181934	13.549074650203222	13.586721915798334	13.229406616751868	13.024185043358736	13.298299961582956	13.255824112767046	13.260675548051385	13.329044120986191	13.523638827607533	13.271600048883323	13.40837881420931	13.363788308637336	13.295830665796853	13.165797509637152	13.620052594013076	13.174819105661047	13.39172937791271	13.446943061884264	13.427619569194444	13.213713594286872	13.187438569907377	13.241434881933076	13.319431253688943	13.25240000233277
ARF3	9.277533572617438	9.101179981265917	9.021443205002644	9.185538525274715	8.71084368278858	8.838946743854432	9.36074016279585	9.412254938433332	9.003377418057973	9.125872015125546	8.991319652446425	8.986363605072707	8.856252314523177	9.14325971971912	9.138978606556124	8.846464889099963	9.127846198845903	9.22208599953381	9.116769351822882	9.293445361402927	8.79282656562378	9.139877006691592	9.189386441440078	9.271841067393144	9.22527563996888	9.318259527039634	9.265733146298814	9.365444634368409
RPL21	13.34747118022798	13.345921029367265	13.34910617738356	13.514731635001263	13.788518446211478	13.772372340618483	13.436124912609984	13.415175689089184	13.489242017119196	13.502262454055655	13.513713739765908	13.581065190766743	13.583440822070155	13.450107622691858	13.540902306620136	13.609532175261709	13.615159657158346	13.38724432471293	13.660988291047722	13.396186416730004	13.685311131891844	13.525573168875969	13.501787460294857	13.342783407867842	13.407434058890228	13.561900312670954	13.64538307840996	13.446662560750196
RPL24	12.84694024823849	12.795245610685216	12.944263515619712	13.11560038828501	13.326824549867132	13.42312976660676	13.119208927483909	12.884684223539466	13.007107335100676	13.05655675132158	13.01929328666461	13.070908554779454	13.231555208063238	12.970064195196452	13.053638577630306	13.114922499229609	13.046674020390936	12.843766664005068	13.32185328096134	13.071919274270282	13.25464154961846	13.144442233255752	13.19372051107387	12.921246301247258	12.906992542357756	13.07046907319204	13.09457960979664	13.119343436157576
HNRNPC	10.029063670964977	9.90184132476023	9.966194658580076	10.225606027733008	9.769813944677225	9.961190131143754	10.067303382052083	9.863667285839137	9.83076859130589	9.700723422430247	9.772823218544875	9.922651246034915	10.252644615342597	10.071778696639027	10.04887461992555	9.76405333587249	9.809361192477452	10.0238358937878	10.113340760493156	9.91925781648462	9.568926742108838	10.036409145509811	10.246256157358571	9.815982511102709	9.914812353146214	9.704456151329552	9.78193824148247	10.19757375020053
HNRNPA1	10.5822923099783	10.511108220691328	10.868628543396737	10.77923676086809	10.763353281185871	10.834050364064396	10.682412042207844	10.454960655058397	10.78314289791181	10.661817150234016	10.694898720195807	10.588275024259064	10.87329910874565	10.795009708409756	10.85042316024209	10.722661554755268	11.051640396666912	10.804785396325451	10.721481265757443	10.510040454842494	10.72014601187921	10.597474588068511	10.886566287217146	10.777560763931907	10.651272339977512	10.515307301726592	10.493536630882502	10.82751213022718
RPS27A	7.828429878475018	7.906242368638428	7.970831029565075	8.19680890164914	8.213072986679174	8.159442438800513	7.917059094503746	8.016770563962677	8.057833330330844	7.977238779951851	8.080209306781338	8.01851827167882	8.29337630177587	7.806647598481088	7.982810022366524	7.982226642193108	8.031940861781868	7.977061477362356	8.30425409576516	8.042125929238829	8.160440299012194	8.125899468430493	8.269396223331416	8.074235741436302	7.768267179129459	7.817033158193202	7.803285471111596	7.9913136533248
RPS13	13.313815269759427	13.21258464267082	13.361218137159176	13.56569239725413	13.667121127618898	13.61851983164293	13.397432590578084	13.371342783756708	13.478806187543158	13.53293133865222	13.436593840425331	13.43978761193649	13.638566071260923	13.363975760610575	13.471013037270012	13.503202575901993	13.53438014438223	13.364271911948189	13.6677629487951	13.483488961495786	13.605019005408003	13.559097167933441	13.535713820151834	13.4628764779836	13.361784786053176	13.472853888443233	13.483285501616026	13.414418950088123
FAU	12.519020627962869	12.427423535340324	12.5749681343375	12.812470814056478	13.079292254057329	13.12124611395943	12.791760781312568	12.320529627735212	12.86849696709064	12.896181338025158	12.922428405973186	12.779010276821715	12.903312636939006	12.623103002076787	12.752743942403942	12.808417486908564	12.631225339432518	12.4930385407305	13.002055195577404	12.775646955549965	12.926008564434714	12.808295616589117	12.872225474993249	12.697368440402895	12.65431809287192	12.78732113666375	12.760222639927978	12.716965309689892
TARDBP	8.843245413839119	8.877274292105053	8.832757158318405	9.05068778276069	8.875274061488527	9.056612449488608	8.993030673918174	8.814405389570148	8.98876423186153	8.877962073854796	8.949861156149787	9.085961649464712	9.13430421864024	9.058578732936304	9.074123290784572	9.05153129162124	9.200754352684587	8.900684467631589	8.936372848676042	8.89586842192592	8.949977699289096	8.884323747498021	8.973125692700883	8.921959963731728	9.007601193846291	8.87941958241695	8.839604542178753	9.125996417969334
RPL18	12.680622549549888	12.561587626016316	12.901174621261864	13.143653096745997	13.082863383367936	13.276735971391416	12.9817618112968	12.6343613332492	12.947851361313685	12.959420493846393	12.92835806678872	12.825599081331283	13.204202177426891	12.903523356037525	12.9891681657071	12.830814566400342	12.93677349502292	12.789750595105057	13.160866204808409	12.667694904588682	12.76127179286669	12.98480271856928	13.093102964502908	12.973472267292506	12.90216458962539	12.992650690927167	13.006365750334073	13.091370424207076
EIF3F	9.32762036537055	9.169586212895474	9.192851905313589	9.435486360170092	9.44705464064584	9.33052256172724	9.312456660510897	9.172656132497778	9.393694559992058	9.43483777350969	9.2665120106704	9.325259754060232	9.465726137671364	9.624342807272871	9.6033022870404	9.58870786618814	9.56128553489704	9.501638675281528	9.296841314359964	9.105435556547462	9.168503312756185	9.49524736714624	9.410401591260907	9.363077011693022	9.526907840896593	9.59476085557815	9.511158707052296	9.409077422207345
RPS5	12.615240824171316	12.533035274937532	12.689886198426372	13.167986126383262	13.344678946397964	13.390704198091196	13.041729628985088	12.803291477285114	12.98526208001428	12.96849942946239	12.970403849720622	12.931315460376815	13.1766869014074	12.85183262133527	13.052641515414424	12.91473823392372	13.054406483410368	12.655589013129957	13.288280712197874	12.797173554194316	12.9592062841744	13.140767029185916	13.30408336548184	12.937730972443902	12.81617316544747	13.032322436111873	13.015926854876255	12.792262872445356
RPL27	11.568343222410553	11.68482064402897	11.664706737232756	11.640133444168502	11.939871306489646	11.909526379497022	11.579811836964994	11.73839457875733	11.65689929637365	11.740301886793894	11.66038008060832	11.863064950675405	11.855573499152664	11.54745726749244	11.641389695191712	11.900986867809005	11.83397954271126	11.604301260392743	11.723365583391011	11.735774891489696	11.975998779404968	11.612034106134177	11.50514098404054	11.582659965946888	11.577639821321249	11.72354657987557	11.759022517739677	11.613902163635789
RPL34	13.127026211896204	13.185448940054195	13.217001730999108	13.551874484710703	13.937428529113568	14.025126617872589	13.470055133048172	13.216951142075926	13.437966394200288	13.372284558816183	13.42867574301476	13.420355422627138	13.578400520732584	13.412992409702785	13.474940860625916	13.493337450753518	13.499038667182498	13.357886911407142	13.701028771468623	13.373871562839575	13.746483463288154	13.584004034772114	13.595707328380565	13.331254739551802	13.36080087683407	13.426360379423752	13.458134071951813	13.388975794201867
NARS1	11.455652815851725	11.319952932860414	11.380568596388889	11.44569239099264	11.168125742317333	11.255060604940509	11.319817802226671	11.422535181507335	11.497751812895576	11.434610954366848	11.511734171686054	11.278832979504848	11.535326246245518	11.316668082147135	11.484253491825251	11.253789298675157	11.3238537136736	11.442234516260026	11.453479631510234	11.74203039717494	11.57061925243001	11.504858072850624	11.549861223412933	11.546946015499527	11.277727697499468	11.15294594928486	11.272228066338553	11.448036227507869
STARD7	10.309120592228208	10.48111634646752	10.268604285148594	10.527101853106387	10.390076893432605	10.323089223107504	10.442945548831108	10.32308534829892	10.603979082804496	10.439570285785496	10.62824596507711	10.192204976298893	10.303844539036271	10.47294050692796	10.520400380563776	10.31776494810614	10.531667308221198	10.40159902505258	10.35371482614579	10.37084505549462	10.321110913569653	10.421975576855129	10.344741505492893	10.654003153054656	10.327920176972915	10.348064712410988	10.353557845639628	10.26820350997734
RPL19	13.075229361168994	12.963956269523784	13.122375680183035	13.369804504586655	13.461830831056384	13.467491279086476	13.29777737321032	13.04801957442971	13.215421270326498	13.238201623719274	13.141950017010732	13.29687381961271	13.3535098528422	13.17475333729585	13.251767431602431	13.17703465852997	13.171570827082924	13.016343066112228	13.4891881912869	13.054878488238447	13.199545413190856	13.2918754707001	13.33063354321602	13.203681144854343	13.180494272741388	13.324589567163564	13.286334818586244	13.330225014595992
SLC25A3	10.12030463384708	10.088776451224703	10.216652772319698	10.2545352129837	9.990236434539232	10.11412282906582	10.289200441476172	10.097614062855962	10.118091326078858	10.16267268669646	10.027237766667374	10.111399425121364	10.13047617203368	10.219507550769327	10.285263291852951	10.10274904456456	10.22320877817069	9.829691253451076	10.066500644389826	10.069527978580002	9.891329316167852	10.226989487295068	10.179339407557883	10.185390145113018	10.250107459102267	10.184961918748158	10.033121665281396	10.406910000539073
RPS11	11.273113421273496	11.543283113128076	11.39483762353459	11.141451243535393	11.540193833815035	11.349188361961811	11.238892345149909	11.455688932620422	11.323608474814096	11.418558476524964	11.333037562141085	11.413363274540988	11.350106735197766	11.275104235078132	11.310594789529985	11.686111425649864	11.612788647250712	11.397924360325788	11.370277193733376	11.416599377714256	11.596521940500969	11.422361387820647	11.11443866369283	11.269614771697944	11.310382869992054	11.320800612237376	11.459317926526984	11.44688126360078
RPL9	13.584220093679974	13.536821970234303	13.633249757820394	13.968213496288424	14.169387203592631	14.248229461360722	13.853597678869006	13.56925352551946	13.892223196717328	13.84163825085017	13.872482325787018	13.850498856989264	14.01793426317542	13.920029224634138	13.96930570953082	13.938214499322331	13.861328654748728	13.652600031253307	13.920636628416556	13.807850506521484	14.045252993332896	13.814935087840889	13.902741662567951	13.785197909828952	13.845266510135382	13.79384581236972	13.845391029778938	13.906708506370451
DDX5	10.994796031867764	11.010099681876955	11.09116943970078	10.877708888426426	10.897502394624947	10.83569700417888	10.641340098249689	10.719078174653273	10.914483526709327	10.844212170601615	10.956107632048312	10.845612385507954	10.83568372136735	10.827643386315966	10.846026498895476	10.857498871581402	10.86344019061882	10.762219211256998	10.67456291534213	10.71412128389056	10.930680170142535	10.779070005485194	10.77707630401571	10.841720048387124	11.04572394049124	10.895855200520671	10.83737633309162	10.769067898429151
RPL6	13.101273174135727	12.95557129510587	13.191216251835383	13.274900520028927	13.431344405592434	13.484306098612294	13.152591625631278	13.00872705567784	13.164736482623669	13.198614855999573	13.157900331815489	13.268802061846715	13.379460688576852	13.211678240227156	13.26025425958762	13.274604819238457	13.258726542120678	13.074078109072016	13.42577836150808	13.025405724576268	13.24391277771308	13.34678580663646	13.379192707949834	13.159078562943767	13.172635193458383	13.231524024229092	13.33096803894261	13.29079421653046
CTDNEP1	9.000769636985563	8.9133481779724	8.945959771040748	8.798340437267434	8.718784406808531	8.442992009054487	8.660726052865861	8.773923370270793	8.553733950399726	8.726717300985642	8.467728257709437	8.80132224203621	8.341014321466707	8.610902623415633	8.81756674150924	8.5416080441844109	8.76116005956351	8.765518297966306	8.437337934378482	8.467313128186422	8.253206988952785	8.725263927170298	8.6393295476428	8.848277871471357	8.94481424991811	9.169642272478992	9.096864152671236	8.890574375176797
RPL10A	10.882224614291232	11.005867364789216	10.995590276324508	11.053702281956744	11.146003313079278	11.23642200761214	10.989499091583712	10.901468216293065	10.97155622693814	10.98801112974193	11.036728894346444	10.876028570534151	11.116015421038774	11.08783952259933	11.052353206571269	10.913856688388533	11.127419801029651	10.846342714913115	11.07610684949618	11.064154983060384	11.0856205513745	11.11904738448486	11.122967101646578	11.056953221850508	10.902628533057394	10.8489940322558	11.072881417353742	11.005843583687286
RPL17	11.676979291769666	11.522082543441456	11.836596465772091	11.95551939842976	12.126007593645676	12.307076344834933	11.757969565553775	11.46030499026829	11.9825072850755	11.835034130286116	11.960785535722842	11.86345819205917	12.17651695550273	11.915969550818197	11.956882984825214	11.87541909552499	11.937580576196032	11.721395572500237	12.131968951420673	11.8087261165383	12.049404472977916	11.939187801168266	12.070562659240728	11.756355908526825	11.74316597708509	11.78154143310036	11.774525831908775	11.841621069687037
PSMB2	6.431297985156326	6.312522064018305	6.488086620356425	6.209080376406172	5.925884352974095	5.946652603947588	6.490983153412042	6.516208775739753	6.389713692362606	6.33283815693373	6.392792871565389	6.196120496653158	6.100059650049511	6.249416211471111	6.424679584067309	6.281220845134466	6.173405935173171	6.405255998242383	6.1973063961988935	6.352682088877455	6.051483706287087	6.144415395589937	6.292755167777187	6.552828307650209	6.319599996608272	6.372561735321296	6.221195208164785	6.3495530354206355
KHDRBS1	8.874374820289782	8.860663282542076	8.95930954226029	8.954977762255004	8.611361960899783	8.699517273955328	8.975460354598884	8.763574191292681	8.816361013009802	8.812723416859669	8.7005686052751	8.814946113007691	8.8090335687759591	9.15870024305917	8.986110646475314	8.754597687661763	8.930922432791414	8.958705677709546	8.667727925868789	8.891635154198525	8.593102506772865	8.802218972593165	8.894349623239659	8.957858456168436	9.048548626339011	8.949771480024056	9.016898607608072	9.159658046656894
DDX39B	8.621837052680359	8.504817267738071	8.51075483787351	8.822446692598938	8.707268034725494	8.975318425321156	8.690788468865065	8.606395104753087	8.709488779515032	8.57786033180236	8.521817588663836	8.948619131575317	8.862741168231633	8.812319756498843	8.890206909074882	8.763461105159996	8.7490152360558	8.318912951052559	8.865366744032848	8.365636963354861	8.648173991312184	8.407848344986283	8.660984367459246	8.52765691558519	8.718654079622146	8.799572856643485	8.61394347022783	9.212630361478976
RTCB	9.052300132760614	8.897027932466571	9.08708192395395	9.186132982026148	8.937427089869413	9.002007775432103	9.313166059925688	9.197731936939563	9.093003469281657	9.098559419745722	9.004722701333574	9.082476979872013	9.17557189574134	9.094144588140932	9.141778752296236	9.02129030137813	8.899721409543517	8.946290375689156	9.217716566507727	9.298873748316892	8.927533468292252	9.188495631421125	9.395397133063012	9.290621582806748	9.039427578242446	9.231822226774751	8.987126756604777	9.316387923886886
ERH	11.695880791446529	11.466989823459334	11.5960723525533	11.693721884055616	11.74142151489252	11.720277703991169	11.673515035331	11.72329850888097	11.651575469257097	11.66021811049984	11.735288476234874	11.798956255080228	11.838625220440276	11.647932409825213	11.735211884928674	11.524506579896183	11.523919309247212	11.891907199926727	11.986317411976	11.725025944472817	11.788587128131711	11.82034981531227	11.847158680410695	11.681551535335668	11.707483967094916	11.63827144636187	11.746412315852057	11.811988622449768
SRSF9	10.301117227233668	10.137387194682294	10.22020097795748	10.547340195964525	10.151639099091604	10.189519865856653	10.507946992411746	10.301724304389731	10.299351663678944	10.140449719500168	10.190879882553949	10.008467059452506	10.222792391490408	10.276924469959736	10.42533685733212	9.801034893454403	10.245322432397538	10.359899280001963	10.392364179789269	10.351219604033467	9.953948602700578	10.28785871860023	10.507668486068594	10.3753695955819	10.28011017495814	10.19931140348767	10.283380630865434	10.380430423155284
ABCF1	8.442362570448072	8.333221300337556	8.587957290446067	8.33306689048497	7.828507786516432	7.975914372538835	8.535442153617284	8.241414330583625	8.362047504598873	8.365844895785818	8.314351371153181	8.135010951693497	8.199337190902384	8.389892930766852	8.412791036272067	8.130569094624194	8.513796477722652	8.3318491036404	7.980965622454382	8.402965892713883	7.673001208215316	8.328847785548435	8.331690303590637	8.530292502078163	8.23618740367249	8.58639779984543	8.209670930488318	8.64239625098903
DAD1	10.83963491393524	10.672757118428404	10.698855667399654	10.96773495499706	10.82098353980656	10.95288343866696	10.889617331280176	10.838002859199884	10.820345438219825	10.826893024950513	11.029650716383866	10.99615259558262	11.109489264677672	10.741451370919386	10.881663518295236	10.864503560161491	10.675555765294522	10.880465509249127	11.10467030716966	11.11479972943124	11.026838204641656	11.067851230961317	11.01644415191622	10.706401315438436	10.771186574734497	10.814168911548473	10.867166196399008	10.92736471823332
YY1	8.837480361344529	8.81951874010818	8.80911151926053	9.11520486857521	8.858579173555912	9.008084704580082	9.106496391672165	8.827056990471803	8.992439365700502	8.996358146818668	8.849853529196164	8.927187111957007	8.978397264318296	9.027091255860078	9.003083839763814	8.905749739375889	8.9047981846229	8.764950771200926	8.818596554872048	8.811337439137766	8.759922916301713	8.896484942446653	8.968287348884688	8.947272118686284	9.000611140857675	9.065853365964426	8.971440211456812	9.070224346459488
JTB	11.71170956951513	11.573015998138104	11.499263717209098	11.80638941765641	11.91816725077687	11.70304590113252	11.827480018071872	11.891106603305102	11.418263564920728	11.664126721832432	11.69042081375416	11.874005568936818	11.68167947205035	11.613411790981226	11.706611323942289	11.57044674993982	11.56436761090084	11.617653456006124	11.798880699752708	11.749170064166435	11.663639640528864	11.882499601638306	11.742051338186856	11.744805933328127	11.5005560651875	11.755367819104166	11.834565473978474	11.408039385568337
KAT7	8.010478029986	8.182809060256936	7.9052591183278995	7.801530936612828	7.508287535017389	7.533458233432846	7.693206267223417	7.847674582216535	7.800368905167787	7.938201685757757	7.775595130854825	7.690964440312971	7.272292466588273	8.10945541618942	7.999908758300117	7.85977929779447	8.230209574307572	8.049457904638519	7.212555825397098	7.990484906480305	7.688102415893814	7.823997778728354	7.66548876626613	8.030066524560848	7.992023493050915	8.032568811889755	8.091418172521337	7.955214200809985
SART1	7.888668127412871	7.920130164822605	7.859912742581184	8.017329404707546	7.668343830565448	7.827328087955607	8.058444540161773	7.992094611981528	7.738991174920645	7.834324373403817	7.585598642984249	7.84245511626324	7.466931202257124	7.794979147621326	8.012726672788466	7.646306903390952	7.9885737383044	7.77368788634009	7.490911523032812	7.655116680214216	7.460497090749612	7.856979137459433	7.81674760014361	7.80022877691294	8.128423058385884	8.068989780499631	8.063559574014324	8.137457856170647
ILF2	9.393975137060476	9.1404454283932	9.497111935896427	9.729981994756582	9.17901636529521	9.38278117306736	9.672936852199175	9.442922910286198	9.21716037634953	9.112107659069462	9.1507099830027	9.36151680472914	9.5666974538341	9.401733866347785	9.482959079485518	9.08202374140945	9.19099758021424	9.251589192333808	9.690432350259762	9.335028911315284	8.750291939554835	9.509687989358822	9.771978496140672	9.45403986925762	9.376416641437022	9.333618035541832	9.266392611013654	10.0297462394999
SPAG7	9.52947286372935	9.488298511404716	9.564989449482834	9.566111849536666	9.41674046133838	9.560714525580083	9.561003711381185	9.41644083555795	9.693911893634104	9.521186936698763	9.649701132623363	9.409891127927498	9.5567331660912	9.649822028044252	9.738451236322277	9.517692761571656	9.265457554514404	9.52845909404574	9.651077670066964	9.547371652592169	9.465860849530584	9.81171192570721	9.985310610471554	9.815806893965776	9.557879414522176	9.429298971218005	9.464885412264437	9.590076919959682
TAF10	7.025429932577621	6.969657075947046	6.986890861257841	7.0827775747011374	6.969050085787635	7.018927621835727	7.141954630017854	7.093751615531858	6.9165412552191805	7.072455939941192	6.791142127864111	6.840876821555369	6.838023404913313	6.940241885572494	7.081901893895424	6.811889939923163	7.163917664669024	7.138834024720387	7.03021814785358	6.960457483737992	6.998490581324009	7.043254562478607	7.095461809170181	7.113525791701357	7.040855062769323	7.203663897620382	7.083546584463672	7.161891444584276
C1D	9.16160941613899	8.899895391844355	9.03612886306188	9.047826536337716	9.17613663097412	9.12793947193452	8.989068289888992	8.72663608503795	9.020739517923792	8.648085435814734	8.999857686792316	9.17197627991288	9.44878035006532	9.072909121755746	9.292923034467012	9.054815432440952	8.5623456874678	9.09585056990604	9.373432190677404	9.010043692430973	9.100616056154747	9.50593909978678	9.495865749095978	8.86846572138094	8.863381580479412	8.682149168317796	8.72800713864953	8.901827923579472
NONO	9.274910278612166	9.094627472881028	9.411527568929593	9.521564320360046	8.857591292713485	9.349237277913586	9.521748853495044	9.028457945971976	8.943464441568956	8.838385322546648	8.749136177554405	8.898015143192701	9.184138234932048	9.340859542794094	9.264600882214843	8.931369393751313	9.447039801221658	9.098638792671704	9.014294510528496	8.868193720712183	8.49782999475906	9.015206040841434	9.359758306954442	9.18400038608094	9.214648066445315	9.307758777583452	9.17306754679702	9.659422784025844
SNRNP200	6.7852382344646065	6.797793146097615	6.827130715229734	6.800501052526667	6.976260583524464	7.139368307746269	6.670724056662513	6.659122048502683	6.886940258522338	6.925985759601105	6.95124299044853	6.866558353346389	6.8821416814795775	7.017583693876238	7.00346092962903	6.997588737806356	6.8862416515696685	6.801892417545625	6.728197564731094	6.489757694736106	6.581126331755582	6.852217896906257	6.868239925776479	6.9081462793839625	6.993202149394354	7.035794751306046	6.926658743523266	6.962599975018574
RNPS1	9.245646294437764	9.211980321063244	9.188918767767014	9.161592445977597	8.871565808647002	9.042969892226148	9.385014633224047	9.087884071710914	8.995027671667113	8.963611151421743	8.915621723959466	9.075909481961135	9.031972450322176	9.316243954474118	9.266702162351848	9.08902596664249	9.209670300413272	9.10169280001681	8.979548496130281	9.182574332034925	8.765385197968886	9.1444169863211755	9.286281989260004	9.099391639371037	9.203222558665956	9.20044410126065	9.121504358840834	9.28734691177877
RPL30	13.713449685359423	13.674548938272933	13.75670367090776	13.975919026015823	14.18557970259971	14.199810005273386	13.888523931942608	13.652408986719204	13.82723710231824	13.769213542932668	13.851607758956249	13.87937011931507	14.035712174369172	13.80521466886455	13.90790913137215	13.939200810019758	13.880127582305969	13.698598970202193	14.08632627650065	13.7679266021919	13.999203412484484	13.979561501091997	13.95289190747211	13.739668444366368	13.737953510820793	13.81625837491355	13.827600355739714	13.819425577704104
NPM1	11.625055467895054	11.493727071285717	11.781929481830517	12.031500761501428	12.043088086632602	12.186134072294417	11.838846553671203	11.6006419036095	11.826802724194758	11.745896998807874	11.702941360746474	11.590660238934332	12.100706996236289	11.612154545189943	11.722551845080728	11.68161868215858	11.713290597585976	11.52680904086075	12.181038172404058	11.793265766406703	11.777702782003898	11.919434003089023	12.095939100353856	11.839359224667012	11.542342862449482	11.506937050058262	11.553805806338492	11.98761133753196
ARF1	9.228103096080696	8.981545249053655	9.11300279175649	9.202881397521248	9.035155918326602	8.933560975026117	9.151974721636522	9.289458101647451	8.761875673988952	8.650224255206744	8.66831026280673	9.206173506644072	8.966364169866777	9.060785578565609	8.977131014201179	8.875743025466953	8.911671529011997	9.015136713601857	9.104688043281024	8.610368931075422	8.392503993070871	9.080943084786838	9.256951349023597	8.757393111640262	8.971397808871137	8.986303819663854	9.022875958792248	9.0284508971599
IK	10.53580913196501	10.242327837126032	9.989335234961509	10.226618670132936	9.743154315508988	9.51875144080789	10.059478050169329	10.163004753469089	10.041013862039732	9.74171989476974	9.932508353025138	10.111513076876912	10.059911505160049	10.656807613405276	10.600142585763033	9.734861060012909	9.94688260948362	11.065574009021088	10.43826291079914	10.75692499107426	10.095602642708176	10.349356069050692	10.52756594998465	10.27324251068542	10.67119683934352	9.818264584145536	10.389792387844576	10.09878859103228
SNX3	10.89667456244127	10.737803266248148	10.644806315084711	10.71145065407549	10.934873842936538	10.76437453144975	10.811374808428202	10.67424253193746	10.877067113361983	10.74192482706744	10.872724233752416	10.758773472721742	10.66820981502063	10.723972182764165	10.790971509261809	10.687939312159244	10.598451126009644	10.828789646367944	10.880472097337968	10.860594840120868	10.859058251684049	10.856831679537128	10.754179484338565	10.742719494083207	10.770588689939444	10.7555941181322	10.74067724942188	10.772746112782702
CANX	9.86250946812679	9.675938812637431	9.765889115020329	9.473768382730311	9.495796003771195	9.165846959675257	9.435956910252846	9.63870969871742	9.359170889622728	9.471508472482755	9.387948589441	9.61471813136958	9.337285436913774	9.576668635979242	9.563353098796	9.725638485137305	9.686511799183997	9.490933575682444	9.334757291796404	9.477538988564284	9.264736998887086	9.47498659106614	9.394517062826417	9.5396678919369	9.468423645755092	9.574352623818008	9.556243462500026	9.577627796483943
SART3	8.53894552045895	8.493513763850261	8.369270052999282	8.422503402597679	8.202972539911999	8.189475769658735	8.457668226090284	8.344099777541787	8.364206477457728	8.35083727548028	8.324139775532297	8.408659550953063	8.319261910385974	8.620749149687807	8.538560338596314	8.285516526036396	8.555600432592582	8.589164423688281	8.21524423290706	8.410501261461304	8.197251447046389	8.407772162657226	8.41202677288053	8.57275320392005	8.537475862606863	8.350709815071761	8.397444667344812	8.513618904134054
CNPPD1	8.92234143747217	8.83889663385045	8.865079549029101	8.680061623100979	8.477162440833595	8.410395398567106	9.030775722194706	8.976637084660805	8.878851871261237	8.861703021039185	8.807749995580423	8.593106481162126	8.406424797580913	8.66901462922212	8.721172217778532	8.715567539156414	9.057771122837702	8.746415391898056	8.512953715434318	8.758299659292824	8.388001764871523	8.67487711593481	8.722129224259366	9.07001867787856	8.782949352960383	9.068983763119238	8.88211568649147	8.674000256880435
